Gene name,chr,start,end
GTF2IP1,7,75185385,75237696
AC093734.1,7,1508655,1509427
SELL,1,169690665,169711702
CD6,11,60971680,61020377
C14orf178,14,77760830,77769742
LINC00324,17,8220642,8224043
USP13,3,179653040,179789401
SLURP1,8,142740949,142742406
AC022417.1,5,31558573,31559875
MID1,X,10445310,10833654
AC010745.1,2,16202430,16204226
ZNF192P1,6,28161769,28169594
SNW1,14,77717599,77761207
AC010745.3,2,16227027,16228194
THOC6,16,3024027,3027755
AC010745.4,2,16316324,16319566
AC010745.5,2,16294445,16302290
ALDH4A1,1,18871430,18902724
AC010745.2,2,16224047,16333978
LINC00944,12,126729787,126772519
LYPD2,8,142750150,142752532
SRA1,5,140537340,140558252
TLE3,15,70047790,70098176
U62317.3,22,50597152,50597599
SF3A3P2,11,123597946,123599452
AC007952.5,17,19160789,19162274
CHKB-CPT1B,22,50568869,50582965
KYNUP1,17,19166896,19169668
CRBN,3,3144628,3179727
AC007952.8,17,19164209,19174436
AL139395.1,X,74769639,74769798
CARD19,9,93096217,93113283
ST14,11,130159782,130210362
RPS27AP8,3,172225428,172225872
FNDC3B,3,172039578,172401669
CALCR,7,93424487,93574730
YEATS2-AS1,3,183806457,183810783
CTRB2,16,75204103,75207161
YEATS2,3,183697797,183812624
AL390318.1,10,22693953,22694639
AL133325.2,20,21530122,21535665
TMEM75,8,127946559,127948723
PVT1,8,127794526,128187101
COQ3,6,99369401,99394195
KRTAP5-1,11,1584342,1585283
PRSS58,CHR_HSCHR7_2_CTG6,142252163,142258078
ABCD1P2,10,38601418,38605609
CPT1B,22,50568861,50578465
KRTAP5-AS1,11,1571353,1599184
AL133173.2,10,38617255,38617344
PABPC1P12,10,38635908,38638082
DUSP8,11,1554051,1572271
AC211486.9,7,75225433,75234310
POLR3D,8,22245133,22254601
AC012673.1,12,30696121,30700220
KIR2DP1,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1,54754998,54767346
TMEM255B,CHR_HSCHR13_1_CTG5,113760262,113760337
LYNX1-SLURP2,8,142764334,142778224
KRTAP5-2,11,1597177,1598294
PGAP1,2,196833004,196927796
LINC01727,20,21569976,21666621
ANKRD36C,2,95836919,95991831
MLXP1,2,223704621,223705338
AC083841.1,8,142763116,142766427
AC231381.1,CHR_HSCHR7_2_CTG6,142265850,142272254
LYNX1,8,142771197,142777810
BACE1-AS,11,117288453,117293571
AC022146.2,19,8222153,8239648
CERS4,19,8206736,8262421
AP000892.3,11,117297005,117297328
AC231381.2,CHR_HSCHR7_2_CTG6,142285779,142288898
AC092343.1,5,59039761,59063503
PRSS3P3,CHR_HSCHR7_2_CTG6,142287280,142289809
AP000892.1,11,117316362,117328038
PART1,5,60487713,60548813
LINC01726,20,21610787,21703585
AC026801.1,5,34860783,34861506
AC026801.2,5,34837549,34839278
TTR,18,31557010,31599021
RPL21P54,5,34883057,34883520
PTMAP1,CHR_HSCHR6_MHC_COX_CTG1,30623474,30623740
TTC23L,5,34838833,34899456
ATAT1,CHR_HSCHR6_MHC_COX_CTG1,30616685,30636664
UAP1L1,9,137077517,137084539
AC034234.1,5,60021249,60033020
CCDC3,10,12896625,13099652
AC109486.1,5,60429903,60430276
PDE4D,5,58969038,60522120
SLURP2,8,142764338,142769828
AL954642.1,9,138199933,138203325
MT1H,16,56669814,56671129
HLA-DPA2,6,33091753,33097295
SNRPGP5,10,13104574,13104793
RPL5P25,10,13057902,13058676
RNF150,4,140859807,141212877
OPTN,10,13099449,13138308
USP9YP14,Y,18481087,18487400
AL158824.2,9,112173522,112173971
OR7E130P,3,125703349,125704312
OR7E29P,3,125712139,125713045
KCNA10,1,110517217,110519175
AC026461.4,16,56676132,56677763
AL671883.2,6,31356647,31357637
CERK,22,46684410,46738252
USP8P1,6,31275572,31278754
AL671883.1,6,31307815,31308549
LINC02571,6,31293908,31301642
MT1X,16,56682470,56684196
UQCRHP1,CHR_HSCHR6_MHC_APD_CTG1,31678099,31678372
AC022441.1,5,50858760,50860020
SEMA4F,2,74654228,74683853
AC109449.1,16,27213308,27214993
AC022441.3,5,50903608,50903743
AC022441.2,5,50929484,50934521
AC008808.2,5,50965687,50967008
KDM8,16,27203508,27221768
LINC02106,5,50969217,50970167
AC008808.1,5,50969660,50970187
GID4,17,18039408,18068405
SLIRP,14,77708071,77761104
DPPA2P4,16,56686851,56688052
AC026461.1,16,56682470,56687807
AL133373.4,CHR_HSCHR14_1_CTG1,91554410,91554503
AL133373.3,CHR_HSCHR14_1_CTG1,91572444,91575271
FAM157B,9,138217068,138253217
MRPS27,5,72219409,72320646
KRTAP5-3,11,1607565,1608463
AC005410.2,17,11953889,11977594
ZNF18,17,11977439,11997475
KRTAP5-4,11,1620958,1622138
DRAM1,12,101877580,102012130
AC079177.1,X,31411033,31413701
TBCAP1,X,33041395,33041721
FO082796.1,9,138286248,138286430
NPM1P8,X,32205902,32206738
FO082796.2,9,138319898,138320835
KRTAP5-5,11,1629775,1630707
DMD-AS3,X,32754940,32756400
AP006285.1,11,1662584,1663343
FAM99A,11,1665597,1667856
AC243972.1,14,21714795,21716262
FAM99B,11,1683269,1685629
LINC02481,4,6687448,6690519
LINC02708,11,1688297,1689056
AC093323.2,4,6691995,6692970
KRTAP5-6,11,1697195,1697755
DMD,X,31097677,33339441
AC131160.1,3,183815568,183884889
RPLP2,11,809965,812880
PARL,3,183829271,183884933
PAX1,20,21705659,21718486
NINJ1,9,93121496,93134251
MMP25-AS1,16,3037400,3059370
SEPTIN9,CHR_HSCHR17_3_CTG4,77293032,77306525
AC079907.2,12,101954992,101962414
AC091834.1,5,51101172,51101643
AC084398.2,12,101923410,101924719
AC026798.1,5,51275253,51275734
NENFP2,12,101963901,101964340
SLC25A6P1,20,21742303,21743077
AC084398.1,12,101936216,101936674
SEPTIN9-DT,CHR_HSCHR17_3_CTG4,77269359,77293519
AC137056.2,16,20487702,20489659
AC105206.2,8,22254576,22275162
AC010478.1,5,51372736,51383332
HLA-V,6,29790954,29797811
SLC9B1P3,10,38640971,38689068
AC068594.2,CHR_HSCHR17_3_CTG4,77275802,77276398
MVB12B,9,126326829,126507041
CCDC34,11,27330827,27363234
AC024060.2,3,3152942,3153435
ISL1,5,51383448,51394730
TRNT1,3,3126933,3150879
AMD1,6,110874770,110898879
DNAH9,17,11598470,11969748
HCG4,6,29791753,29792750
AC007620.1,3,179452395,179452419
AC068580.1,11,1763009,1763749
AC068580.4,11,1734821,1763954
XKRYP1,Y,18508577,18509068
USP9YP5,Y,18490915,18494295
AC022486.1,Y,18491740,18547698
AC000082.1,22,19520572,19522769
USP9YP1,Y,18540980,18544128
LY6D,8,142784882,142786539
OFD1P5Y,Y,18582063,18629077
CDC45,22,19479457,19520612
PRYP5,Y,18529358,18529623
AC124014.1,7,50388489,50400097
HSFY1,Y,18546671,18588963
SERPINF1,CHR_HSCHR17_1_CTG2,1760880,1765915
IKZF1,7,50304068,50405101
AL049874.2,14,60572024,60572311
AL049874.1,14,60602146,60602533
SALRNA1,14,60639216,60642589
AC083841.4,8,142797624,142806142
AC083841.2,8,142785374,142812120
AL390760.1,9,93147040,93148556
SIX1,14,60643421,60658259
AC108134.1,16,3032481,3039133
S100P,4,6693878,6697170
IFITM10,11,1732406,1750595
AC004129.2,7,25212170,25212965
TRAV3,14,21723713,21724321
AC093323.3,4,6697861,6698809
GPM6BP1,Y,18578417,18578560
TRAV4,14,21736152,21736982
TTTY9B,Y,18581206,18590521
DHFRP2,6,31366352,31366898
AC083841.3,8,142834138,142834940
AL118516.1,22,46761894,46762563
MRFAP1L1,4,6707701,6709865
AL671883.3,6,31367057,31376088
FGFR3P1,6,31377419,31378019
ZDHHC20P2,6,31380411,31380839
ZNHIT1P1,8,142858354,142858797
CHKB-DT,22,50583026,50595634
GML,8,142834247,142916506
HLA-S,6,31382074,31382288
ELOCP7,Y,18532326,18532656
OGFR,20,62804835,62814000
AL645933.3,6,31394289,31395495
TRAV5,14,21749178,21749705
HMGB1P47,5,51409617,51410205
RPL4P1,14,21750269,21751546
AC091860.1,5,51427996,51428427
AC068580.3,11,1760348,1762486
BLOC1S4,4,6716174,6717664
AC022433.1,5,51438792,51665048
AC091860.2,5,51451158,51462089
ELOCP32,12,117245551,117246164
FILIP1L,3,99830141,100114513
CTSD,11,1752755,1764573
AL356309.2,9,126516417,126518808
NPVF,7,25224570,25228486
RNASEH1-AS1,2,3558474,3564842
AL356309.3,9,126518840,126520773
H3P38,15,39951375,39951708
KAT6A,8,41929479,42051994
AL356309.1,9,126527618,126530343
EIF2AK4,15,39934115,40035591
AL161908.1,9,126589594,126613700
KATNBL1P4,5,51930808,51932036
SEPTIN1,16,30378133,30395991
TRAV6,14,21768489,21769080
CYP11B1,8,142872356,142879846
CFAP126,1,161364733,161367876
AC106045.1,4,6763508,6767660
TRAV7,14,21782993,21783503
AC004129.4,7,25254965,25257129
TRAV8-1,14,21797287,21797886
CNN2P3,9,64486164,64487069
TRAV9-1,14,21811502,21811977
GXYLT1P6,9,64488600,64489786
TSEN15P3,7,25265924,25266290
AC092964.1,3,172301654,172303052
AL022393.1,6,28170845,28172521
ZNF603P,6,28176188,28176674
HCP5,6,31463170,31478936
TRAV10,14,21825472,21826075
ELK1,X,47635521,47650604
ARFGEF2,20,48921711,49036693
FAHD2CP,2,96010551,96023380
SDHC,1,161314381,161371964
OR7E93P,3,125724539,125725445
OR7E53P,3,125734295,125735198
PINX1,8,10725399,10839847
LINC01290,16,10514842,10528202
OR7E97P,3,125747084,125748098
AL445305.1,1,214482813,214483387
PINX1,8,10764961,10839884
KRT18P12,1,214532195,214533467
ADGRV1,5,90529344,91164437
MSMO1,4,165327667,165343164
PTPN14,1,214348700,214552449
AL645933.5,6,31400702,31463705
AL645933.2,6,31462728,31463336
LINC01149,6,31441667,31446973
MICA,6,31399784,31415315
GPAT2,2,96021946,96039451
DUSP12P1,3,100221268,100223858
AC129803.1,3,100132903,100260264
TMEM30CP,3,100185687,100211766
RPL36P4,20,35544430,35544747
C3P1,19,10037803,10074135
AC099535.1,3,27486247,27486617
VTI1BP1,3,100225374,100226073
CMSS1,3,99817837,100181732
AL160400.1,6,25012985,25015696
AL512428.1,6,24797373,24809798
KDM3B,5,138352685,138437028
OGFR-AS1,20,62800627,62805587
ASS1P1,6,25023247,25024483
PPIAP29,6,24976419,24976982
MRGBP,20,62796473,62801729
SOX7,8,10723768,10730511
AL133268.3,6,25041839,25056664
MTCO2P33,6,24947880,24948344
MAP6D1,3,183815922,183825594
AF186996.1,3,125756086,125756462
AC091903.1,5,51963992,51964445
LINC02118,5,52008031,52080987
AC025580.3,15,45378700,45380123
RPS17P11,5,52282567,52282859
ENPP7P4,3,125848223,125909372
SPATA5L1,15,45402336,45421415
AC105001.1,8,10729314,10772910
AC092902.5,3,125766601,125766818
AC092902.6,3,125799887,125800616
AC092902.1,3,125787888,125788146
AC092902.2,3,125774714,125797953
AL365475.1,14,52286797,52289268
AC003985.1,7,25321302,25326865
SNRPCP11,3,125816082,125816286
AL356859.1,6,106358566,106359717
AC092903.2,3,125907765,125916360
PTGER2,14,52314305,52328598
TRAV11,14,21829539,21830070
RPSAP31,3,183884924,183888449
LINC02878,CHR_HSCHR8_3_CTG7,143683161,143685420
RPS3AP14,3,125795106,125795885
LINC02614,3,125827238,125916384
AC106779.1,16,56708450,56730010
OAZ1P1,1,40132764,40133448
LY6G5C,CHR_HSCHR6_MHC_MCF_CTG1,31752963,31760319
KIAA0232,4,6781375,6884170
CNOT6LP1,15,56005715,56007176
CD24P2,15,56071421,56071639
RLF,1,40161387,40240921
AC008964.1,5,39092658,39103677
ZNF707,CHR_HSCHR8_3_CTG7,143671459,143700905
AC078878.1,12,126864465,126865422
LINC02372,12,126869010,126874725
TXNDC16,14,52430596,52552522
AC009506.2,2,159615296,159617082
AC008277.1,2,159386367,159404636
AC092745.5,12,8243147,8342048
AC092902.4,3,125766516,125852936
ENPP7P5,12,8254527,8308855
AC092745.3,12,8340182,8340397
ZNF48,16,30378106,30400108
HS6ST3,13,96090839,96839562
AC092745.2,12,8320381,8369555
CYP11B2,8,142910559,142917843
CAPZA1P2,2,159462417,159463256
AC008277.2,2,159444117,159444913
AMMECR1LP1,13,96573659,96574499
AC092865.3,12,8396423,8396641
AC104304.3,3,46647171,46661507
AL929236.1,1,214344172,214357615
ZNF192P2,6,28188050,28189432
AL132640.2,14,67610986,67613864
AC092865.4,12,8390270,8390488
DHCR7,11,71428193,71452868
AC092745.4,12,8282677,8286518
AL132640.3,14,67614929,67616626
AC092745.1,12,8321876,8329614
BAZ2B,2,159318979,159616569
AC108488.3,2,3568505,3575100
KCNA2,1,110519837,110631474
LINC00937,12,8295986,8396803
AC093884.1,2,223757258,223945299
AP1S3,2,223751686,223838027
RFX7,15,56087280,56245082
ZNF330,4,141220887,141234697
TAF7,5,141260225,141320784
GATM,15,45361124,45402327
RPS3AP43,12,8359054,8359834
TRAV12-1,14,21841240,21841774
AC005100.2,7,25431980,25500443
AC005100.1,7,25358235,25432202
AC137675.1,3,27525353,27525394
AC116348.6,16,30379763,30380110
SLC25A2,5,141302635,141304049
RDH11,14,67676800,67695793
TRAV8-2,14,21846537,21847221
AC023347.1,2,126308494,126343992
PFAS,17,8247618,8270491
AC244517.3,5,141259235,141261364
TRAV8-3,14,21852558,21853006
MAPRE3-AS1,2,26984776,27014612
SLC6A14P3,2,126311466,126311927
AC091705.1,7,25547762,25551062
TRAV13-1,14,21868839,21869365
YWHAZP2,2,126557435,126558162
AC013474.2,2,126640708,126646233
PTCD2,5,72320367,72368395
LINC02601,X,41275739,41276778
AL109920.3,6,106451496,106457248
MAPRE3,2,26970637,27027219
AL391647.1,X,41322601,41323111
CRYBG1,6,106360717,106572017
AC114752.2,2,64338067,64341647
SKA1,18,50375040,50394168
RPL23AP37,2,64347193,64347741
AC008074.1,2,64450096,64450524
LGALSL-DT,2,64395220,64453967
WDFY1,2,223855716,223945357
AL358176.3,1,240636599,240637052
AC007229.1,19,10841839,10842250
AL358176.5,1,240654241,240654625
C19orf38,19,10836575,10869790
AL592546.2,10,113710681,113719332
HSP90AB6P,13,96883842,96885821
HSF5,17,58420167,58488408
CASP7,10,113679162,113730907
POMT1,9,131502902,131523806
AL353581.1,13,96948018,96949584
TULP3P1,13,96941281,96984172
AC084782.1,15,56394321,56396785
AC084783.1,15,56192353,56193262
HMGB1P33,15,56323193,56323719
SETP3,17,58476138,58476950
AC084782.2,15,56408483,56410186
AL365184.2,1,240739419,240739853
AC068726.1,15,56248787,56249127
TEX9,15,56244009,56445997
MICB,CHR_HSCHR6_MHC_MCF_CTG1,31574447,31587478
GPR137C,14,52552836,52637713
KCNMB4,12,70366290,70434292
GLIPR2,9,36136536,36163913
RFKP1,1,240823006,240823433
THAP12P8,1,240769420,240771534
RGS7,1,240775515,241357230
AC016576.1,5,13860303,13901036
PARP1,1,226360691,226408093
AC020931.1,19,10089032,10090377
DNAH5,5,13690331,13944543
SHFL,19,10086122,10093252
MTCH1,6,36968141,36986298
MEFV,16,3242028,3256627
AC092810.3,1,209147220,209266758
KCNQ2-AS1,CHR_HSCHR20_1_CTG4,63449173,63450451
SOX5-AS1,12,24223233,24260056
AL353658.2,CHR_HSCHR20_1_CTG4,63422269,63424555
KCNQ2,CHR_HSCHR20_1_CTG4,63414903,63466150
AGAP4,10,45825594,45853875
AC092810.1,1,209232196,209233419
AC092810.2,1,209173014,209173375
ATP5MC2P1,1,209267798,209268223
IKZF4,12,56007659,56038435
AC087260.1,12,23637973,23638487
SOX5,12,23529504,24562544
CTC1,17,8224815,8248056
ARG2,14,67619920,67651708
SNHG5,6,85650491,85678932
MNS1,15,56421544,56465137
RPL41P1,20,21755270,21755350
AL109807.1,20,21947647,21970783
LINC01432,20,22054074,22074654
CRIP1P1,3,12673699,12673883
ANGPTL6,19,10092338,10102796
AL356432.3,6,127659424,127660338
AL353586.1,10,12877459,12965275
AL356432.2,6,127659690,127660579
LINC01015,CHR_HSCHR6_MHC_SSTO_CTG1,29529901,29534049
LINC02536,6,127664554,127681555
AC017100.1,18,31685655,31686823
VTI1B,14,67647085,67674820
B4GALT6,18,31622247,31685836
NADK,1,1751232,1780457
SLC35D3,6,136922301,136925660
MRPS17P5,6,127909833,127910052
AC084782.3,15,56447120,56447697
THEMIS,6,127708072,127918631
AC078878.2,12,126874804,126888718
HSPE1P20,12,126912034,126912322
GPR53P,CHR_HSCHR6_MHC_SSTO_CTG1,29538185,29539268
AC005209.1,17,11874727,11881670
DPYSL5,2,26847747,26950351
SUMO2P1,CHR_HSCHR6_MHC_SSTO_CTG1,29636562,29636845
LINC02405,12,126915199,127060565
MAN1B1-DT,9,137084946,137086817
RPL35AP3,6,136973930,136974217
MFSD4BP1,5,52579555,52581106
AL135902.1,6,136982165,136993234
AL135902.2,6,136995170,136999504
KRT12,CHR_HSCHR17_4_CTG4,40861303,40867210
IL20RA,6,136999971,137045180
NOP56P1,CHR_HSCHR6_MHC_APD_CTG1,28783625,28783996
AC123595.3,5,91280272,91281643
AC004231.2,CHR_HSCHR17_4_CTG4,40850800,40863282
CR759954.1,CHR_HSCHR6_MHC_APD_CTG1,28837861,28838998
AC011298.3,2,240672530,240672812
AL049779.1,14,67659820,67690367
LUCAT1,5,91054834,91314547
AC005618.4,5,141320980,141325985
AC005618.1,5,141326210,141329357
AC079949.2,12,127147149,127150081
AC079949.6,12,127149955,127161259
IL2RA,10,6010689,6062370
GOLIM4,3,168008689,168095924
AC079949.5,12,127146535,127151330
AC079949.3,12,127130005,127207706
AC079949.1,12,127142029,127146532
AP002387.2,11,71448674,71452157
COX7A2P1,14,67652300,67652614
RPL13P,CHR_HSCHR6_MHC_APD_CTG1,28861407,28862038
AL049779.4,14,67627299,67639675
AC005921.4,17,50722074,50724224
LINC01623,CHR_HSCHR6_MHC_APD_CTG1,28859616,28863341
SNAP23P1,20,49038357,49038602
AC079416.3,16,53310797,53311989
AL589765.6,1,151798054,151798602
AC027277.1,16,10529440,10532082
AC034102.3,12,56029649,56041806
LUC7L3,17,50719565,50756219
EMP2,16,10528422,10580632
AC034102.8,12,56010091,56010574
RPS26,12,56041351,56044697
CHD9,16,53055033,53329150
ARID2,12,45729706,45908040
CCNC,6,99542387,99568825
AC010880.1,2,16354256,16432702
AC098614.1,3,27624202,27624456
AC098614.2,3,27632976,27639111
KIAA1143P2,3,27703129,27703568
LINC02084,3,27712910,27714005
AC025180.1,5,52930606,52990278
DCHS1,11,6621330,6655809
AC022126.1,5,52673186,52799956
AC022133.1,5,52903908,52904478
B3GNTL1P1,5,52889666,52889954
AC008966.3,5,53024924,53035884
CDK9,9,127785679,127790792
SPATA6L,9,4553386,4666674
AC027277.2,16,10576499,10578183
ITGA2,5,52989340,53094779
TOB2P1,6,28217643,28218634
AC008781.2,5,141468465,141471528
PCDHGA6,5,141373891,141512975
UXT,X,47651796,47659180
PCDHGB6,5,141408021,141512979
PCDHGA7,5,141382739,141512975
RPSAP34,4,108407843,108408578
CCIN,9,36169388,36171334
AC091564.4,11,6621451,6622322
AC091564.5,11,6630504,6658396
PARGP1,10,45854093,45972154
AC103705.1,8,128009551,128011938
AC105219.5,CHR_HSCHR8_3_CTG7,143696014,143700591
AL035258.1,20,22220554,22223283
AC145098.2,5,177476631,177479656
RPL35AP23,10,45940522,45940851
CCDC166,CHR_HSCHR8_3_CTG7,143693701,143695116
AL049737.1,20,22272052,22273454
SCN4A,17,63938554,63972918
LINC01427,20,22263065,22284029
AL357515.1,6,110923566,110924107
AL355994.4,1,15969632,15970194
AC093664.1,4,10143367,10143655
TNPO3,7,128954180,129055173
AL121912.1,20,22343693,22343930
AL137186.1,10,6025978,6036427
AC007317.2,2,40620667,40639632
AC006499.6,4,10167159,10167765
ZBTB17,1,15941869,15976132
SLC8A1-AS1,2,39786453,40255209
POSTN,13,37562583,37598844
AC006499.1,4,10199823,10200672
CTSLP8,9,87844154,87847314
MAFK,7,1530702,1543043
AL133464.1,20,22371216,22471557
DRGX,10,49364181,49396016
AC006499.8,4,10238213,10238235
AL772337.2,9,87848113,87853526
AC017100.2,18,31726043,31726397
LRRC37A7P,18,31724198,31726956
AL772337.1,9,87857015,87859599
UBE2J2,1,1253909,1273864
RAF1P1,4,10254926,10256621
PCDHGA4,5,141355021,141512975
AL772337.3,9,87864096,87866291
SLC25A52,18,31759584,31760880
SPATA31E1,9,87882877,87888903
AC068547.1,2,151802651,151973949
AC006499.4,4,10259445,10260138
AC097448.1,2,151796688,151798688
TMEM184A,7,1542235,1560821
UXT-AS1,X,47658833,47692326
EEF1B2P4,12,106901283,106901984
RPL30P12,12,106910757,106911109
CYP21A2,CHR_HSCHR6_MHC_MCF_CTG1,32114742,32118110
LGALSL,2,64453969,64461381
TST,22,37010859,37020183
CACNB4,2,151832768,152099475
SCNN1G,16,23182745,23216883
ZSCAN9,6,28224886,28233482
SIX4,14,60709539,60724351
PCDHGA1,5,141330571,141512981
AC005618.2,5,141427295,141427752
AC069243.1,3,168094049,168095087
PCDHGA2,5,141338760,141512975
MPST,22,37019635,37029822
SLC8A1,2,40097270,40611053
AL132780.1,14,22929607,22956374
AL132780.3,14,22946270,22982258
C11orf1,11,111878935,111885975
AJUBA,14,22971177,22982551
PCDHGC5,5,141489081,141512975
AC013472.1,2,26950308,27009807
TMCO2,1,40245947,40251684
SPATA31C1,9,87914493,87923505
AC099482.2,16,23167577,23186395
AC099482.1,16,23194878,23213104
AC007541.1,12,106954029,106955497
TC2N,CHR_HSCHR14_1_CTG1,91783410,91840185
LINC01805,2,64486353,64500904
SAMM50P1,9,17447145,17448543
AL353572.2,9,87944276,87945023
AL353572.3,9,87956214,87956883
PCDHGB8P,5,141426286,141429158
CNTLN,9,17134982,17503923
ALG9-IT1,11,111817214,111829212
AC008074.2,2,64522187,64524093
KNOP1P2,12,45880950,45882266
PCDHGB7,5,141417645,141512975
AC009464.1,12,45789189,45789657
FDXACB1,11,111874056,111881243
CSE1L-AS1,20,49040463,49046168
TMEM263,12,106955719,106978778
TBC1D3P3,17,20543481,20550963
AC015818.8,17,20545371,20549952
CDHR5,CHR_HSCHR11_1_CTG8,616823,626336
UBE2V2,8,48008415,48064708
AC093281.2,5,91226475,91227071
AC093281.1,5,91223419,91223967
AC123595.1,5,91280097,91281142
ADAMTS1,21,26835755,26845409
TMEM251P1,5,91030990,91031307
LYSMD3,5,90515611,90529584
GNG5P3,11,111864254,111864460
AP001781.2,11,111786286,111879425
C19orf44,19,16496394,16521352
PCDHGB5,5,141397987,141512979
AL023806.5,6,145749917,145751137
AL023806.4,6,145784406,145786559
ALG9,11,111782195,111871581
SDF2,17,28648346,28662189
AL138760.1,10,49419277,49472903
SLC1A1,9,4490468,4587469
NXNL1,19,17455425,17460926
PCDHGA3,5,141343829,141512975
AP001029.1,18,12432897,12437635
ERCC6,10,49454470,49539538
TRBV1,CHR_HSCHR7_2_CTG6,142299217,142299500
AC007317.1,2,40591285,40679604
AC007877.1,2,40534806,40545781
AL357833.1,10,3532094,3556314
AC007253.1,2,39929110,39929998
ZACNP1,4,108415220,108416639
AP005136.4,18,2506628,2511580
PCDHGA12,5,141430507,141512975
EXOC7P1,4,108417705,108419763
AL450322.2,10,3748966,3763712
AC074132.1,5,91132303,91142470
AC010319.2,19,17436611,17460804
RPL34-AS1,4,108538190,108620460
TNXB,CHR_HSCHR6_MHC_MCF_CTG1,32117595,32194037
TMEM221,19,17435509,17448668
AL365184.1,1,240763334,240776824
AL450322.1,10,3767915,3768751
AP003721.2,11,61055392,61067597
RPLP0P11,18,50457887,50458795
HNRNPA1P42,1,240919653,240920609
HAUS4,14,22946228,22957161
AL592076.1,1,241305580,241305882
AL590682.1,1,240998451,240998794
AC010319.5,19,17452211,17452969
EOMES,3,27715949,27722711
AP005136.2,18,2568392,2569122
AC022447.6,5,31754219,31754656
AL050341.2,1,40256427,40257967
RPL5P14,5,31847271,31848148
MTERF2,12,106977277,106987160
METTL4,18,2537525,2571509
AC025178.2,5,32103445,32121941
AL023806.3,6,145789270,145791973
MRPL57P6,5,163039291,163039599
AC113414.1,5,162424042,163437326
AC022447.4,5,31725539,31725902
AC010469.1,5,31822561,31823136
CELA1,12,51328442,51346679
AC022447.2,5,31657218,31665067
TPT1P5,5,31908361,31909186
CTRB1,16,75218988,75226338
AC022447.5,5,31738269,31738660
AC022447.1,5,31743988,31744451
AC022447.7,5,31747644,31748078
AC005618.3,5,141350109,141350662
AC022447.3,5,31741833,31742327
PCDHGC4,5,141484997,141512979
AC025458.1,5,31923367,31923532
AP003355.1,8,98412882,98413784
AC008723.1,5,163416525,163416731
PDZD2,5,31639131,32110932
ARL2BPP5,5,162761833,162762313
AP003467.2,8,98633547,98633865
MRPL57P7,8,98906260,98906517
AC016877.2,8,98904603,98905671
KCNS2,8,98426958,98432853
RPS12P28,17,28655557,28655983
COL11A2P1,6,33103794,33107330
MTMR4,17,58489529,58517905
HLA-DPB2,6,33112451,33129084
AC073529.1,X,10847578,11111220
HLA-DPA3,6,33131216,33143325
HCG24,6,33144783,33147767
AL050341.1,1,40262672,40262984
ZMPSTE24,1,40258236,40294180
AP003355.2,8,98436669,98439290
AC015818.1,17,20554137,20554380
AC015818.3,17,20554971,20559410
STK3,8,98371228,98942827
COTL1P2,17,20564538,20564889
AC015818.4,17,20576667,20578748
AC090505.2,3,194827890,194832592
CDRT15L2,17,20579724,20580911
UCK1,9,131523801,131531264
FBXO30,6,145793502,145814795
AP005482.4,18,12670426,12671145
MEIS3P2,17,20589293,20590367
ZSWIM5P2,17,20583758,20591180
AP001029.2,18,12438890,12448205
BCAR1,16,75228181,75268053
PSRC1,1,109279556,109283186
AC087499.3,17,20595531,20595708
AP005136.3,18,2561172,2562220
SPIRE1,18,12446512,12658134
ADAMTS5,21,26917922,26967088
TIMM23,10,45972489,46003742
KLF6,10,3775996,3785281
AL121839.5,CHR_HSCHR14_1_CTG1,91712770,91714276
INSRR,1,156840063,156859117
NANOGP7,CHR_HSCHR14_1_CTG1,91604402,91605319
SHPRH,6,145864245,145964423
AL121839.6,CHR_HSCHR14_1_CTG1,91756515,91763457
CATSPERB,CHR_HSCHR14_1_CTG1,91580696,91784366
PCDHGA10,5,141412987,141512979
PCDHGA5,5,141364232,141512979
SNHG15,7,44983023,44986961
PCDHGA11,5,141421047,141512975
PLPP6,9,4662294,4665258
AP001599.1,21,26889376,26939742
AC087499.1,17,20609462,20609610
AC087499.4,17,20612667,20614008
AC087499.7,17,20633034,20633259
LINC02088,17,20612912,20633234
AL136231.1,9,4633027,4633756
AC008764.4,19,16577642,16660115
SH3GL2,9,17579066,17797124
AC090018.2,3,195260632,195263628
XXYLT1-AS2,3,195147871,195152790
CYRIA,2,16549459,16666331
XXYLT1,3,195068284,195271159
SH2D2A,1,156806243,156816862
LILRB4,CHR_HSCHR19LRC_COX1_CTG3_1,54594151,54602395
AC079097.1,8,26254883,26256628
AC024224.1,12,10040848,10045711
CLEC9A,12,10030678,10066031
ANXA3,4,78551747,78610451
PCDHGC3,5,141475947,141512977
ODCP,7,129028889,129030527
AC092675.1,2,98331389,98356005
XXYLT1-AS1,3,195094588,195096057
CHMP2B,3,87227271,87255556
AC092675.2,2,98346995,98351140
CNGA3,2,98346188,98398601
AC087499.5,17,20647287,20681799
Z73420.2,22,37033124,37035513
AC087499.6,17,20710425,20710533
GPX1P2,21,27143344,27143949
IFFO2,1,18904280,18956676
ATF6B,CHR_HSCHR6_MHC_MCF_CTG1,32191691,32204680
PABPC1P11,9,17589161,17591318
AP001605.1,21,27358885,27448579
AC010469.2,5,31840492,31840971
AP001604.1,21,27361121,27395787
KRT20,CHR_HSCHR17_4_CTG4,40875941,40885227
AC008764.1,19,16479067,16628204
ZKSCAN4,6,28241697,28252269
